Company	Product	Implemented	Accelerator
EchoEducation	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
EchoEducation	ServiceNow	True	TuneUp Your ServiceNow
EchoEducation	Tableau	True	TuneUp Your Tableau
EchoEducation	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
Marvelous Maps	Alteryx	True	TuneUp Your Alteryx
Marvelous Maps	Google Data Studio	True	TuneUp Your Google Data Studio
Marvelous Maps	Jira Service Management	True	TuneUp Your Jira Service Management
Marvelous Maps	Power BI	True	TuneUp Your Power BI
Marvelous Maps	QlikView	True	TuneUp Your QlikView
Marvelous Maps	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
Marvelous Maps	Tableau	True	TuneUp Your Tableau
Marvelous Maps	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
OmegaOuterwear	Alteryx	True	TuneUp Your Alteryx
OmegaOuterwear	Google Data Studio	True	TuneUp Your Google Data Studio
OmegaOuterwear	Jira Service Management	True	TuneUp Your Jira Service Management
OmegaOuterwear	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
OmegaOuterwear	ServiceNow	True	TuneUp Your ServiceNow
OmegaOuterwear	Tableau	True	TuneUp Your Tableau
OmegaOuterwear	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
BloomBox Flowers	Alteryx	True	TuneUp Your Alteryx
BloomBox Flowers	Google Data Studio	True	TuneUp Your Google Data Studio
BloomBox Flowers	Jira Service Management	True	TuneUp Your Jira Service Management
BloomBox Flowers	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
BloomBox Flowers	ServiceNow	True	TuneUp Your ServiceNow
BloomBox Flowers	Tableau	True	TuneUp Your Tableau
BloomBox Flowers	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
NatureNook	Alteryx	True	TuneUp Your Alteryx
NatureNook	Google Data Studio	True	TuneUp Your Google Data Studio
NatureNook	Jira Service Management	True	TuneUp Your Jira Service Management
NatureNook	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
NatureNook	ServiceNow	True	TuneUp Your ServiceNow
NatureNook	Tableau	True	TuneUp Your Tableau
NatureNook	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
Luxury Living	Alteryx	True	TuneUp Your Alteryx
Luxury Living	Google Data Studio	True	TuneUp Your Google Data Studio
Luxury Living	Jira Service Management	True	TuneUp Your Jira Service Management
Luxury Living	Power BI	True	TuneUp Your Power BI
Luxury Living	QlikView	True	TuneUp Your QlikView
Luxury Living	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
Luxury Living	ServiceNow	True	TuneUp Your ServiceNow
Luxury Living	Tableau	True	TuneUp Your Tableau
Luxury Living	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
EtaEntertainment	Alteryx	True	TuneUp Your Alteryx
EtaEntertainment	Google Data Studio	True	TuneUp Your Google Data Studio
EtaEntertainment	Jira Service Management	True	TuneUp Your Jira Service Management
EtaEntertainment	Power BI	True	TuneUp Your Power BI
EtaEntertainment	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
EtaEntertainment	ServiceNow	True	TuneUp Your ServiceNow
EtaEntertainment	Tableau	True	TuneUp Your Tableau
EtaEntertainment	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
LuxeLuggage	Alteryx	True	TuneUp Your Alteryx
LuxeLuggage	Google Data Studio	True	TuneUp Your Google Data Studio
LuxeLuggage	Jira Service Management	True	TuneUp Your Jira Service Management
LuxeLuggage	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
LuxeLuggage	ServiceNow	True	TuneUp Your ServiceNow
LuxeLuggage	Tableau	True	TuneUp Your Tableau
LuxeLuggage	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
Precise Prints	Alteryx	True	TuneUp Your Alteryx
Precise Prints	Google Data Studio	True	TuneUp Your Google Data Studio
Precise Prints	Jira Service Management	True	TuneUp Your Jira Service Management
Precise Prints	Power BI	True	TuneUp Your Power BI
Precise Prints	QlikView	True	TuneUp Your QlikView
Precise Prints	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
Precise Prints	Tableau	True	TuneUp Your Tableau
Precise Prints	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
BetaBaking	Alteryx	True	TuneUp Your Alteryx
BetaBaking	Freshdesk	True	TuneUp Your Freshdesk
BetaBaking	Google Data Studio	True	TuneUp Your Google Data Studio
BetaBaking	HappyFox	False	Jumpstart Your HappyFox
BetaBaking	Jira Service Management	True	TuneUp Your Jira Service Management
BetaBaking	QlikView	True	TuneUp Your QlikView
BetaBaking	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
BetaBaking	Tableau	True	TuneUp Your Tableau
BetaBaking	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
QuirkyQuills Writing	Alteryx	True	TuneUp Your Alteryx
QuirkyQuills Writing	Freshdesk	True	TuneUp Your Freshdesk
QuirkyQuills Writing	Google Data Studio	True	TuneUp Your Google Data Studio
QuirkyQuills Writing	HappyFox	True	TuneUp Your HappyFox
QuirkyQuills Writing	Jira Service Management	True	TuneUp Your Jira Service Management
QuirkyQuills Writing	QlikView	True	TuneUp Your QlikView
QuirkyQuills Writing	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
QuirkyQuills Writing	Tableau	True	TuneUp Your Tableau
QuirkyQuills Writing	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
VitalVibes	Alteryx	True	TuneUp Your Alteryx
VitalVibes	Google Data Studio	True	TuneUp Your Google Data Studio
VitalVibes	Jira Service Management	True	TuneUp Your Jira Service Management
VitalVibes	Power BI	True	TuneUp Your Power BI
VitalVibes	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
VitalVibes	Tableau	True	TuneUp Your Tableau
VitalVibes	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
Sustainable Solutions	Alteryx	True	TuneUp Your Alteryx
Sustainable Solutions	Freshdesk	False	Jumpstart Your Freshdesk
Sustainable Solutions	Google Data Studio	True	TuneUp Your Google Data Studio
Sustainable Solutions	Jira Service Management	True	TuneUp Your Jira Service Management
Sustainable Solutions	QlikView	True	TuneUp Your QlikView
Sustainable Solutions	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
Sustainable Solutions	Tableau	True	TuneUp Your Tableau
Sustainable Solutions	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
XiXylophones	Alteryx	True	TuneUp Your Alteryx
XiXylophones	Google Data Studio	True	TuneUp Your Google Data Studio
XiXylophones	Jira Service Management	True	TuneUp Your Jira Service Management
XiXylophones	Power BI	True	TuneUp Your Power BI
XiXylophones	QlikView	True	TuneUp Your QlikView
XiXylophones	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
XiXylophones	ServiceNow	True	TuneUp Your ServiceNow
XiXylophones	Tableau	True	TuneUp Your Tableau
XiXylophones	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
SapphireStationery	Alteryx	True	TuneUp Your Alteryx
SapphireStationery	Freshdesk	False	Jumpstart Your Freshdesk
SapphireStationery	Google Data Studio	True	TuneUp Your Google Data Studio
SapphireStationery	Jira Service Management	True	TuneUp Your Jira Service Management
SapphireStationery	QlikView	True	TuneUp Your QlikView
SapphireStationery	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
SapphireStationery	Tableau	True	TuneUp Your Tableau
SapphireStationery	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
MuMystery	Alteryx	True	TuneUp Your Alteryx
MuMystery	Google Data Studio	True	TuneUp Your Google Data Studio
MuMystery	Jira Service Management	True	TuneUp Your Jira Service Management
MuMystery	Power BI	True	TuneUp Your Power BI
MuMystery	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
MuMystery	ServiceNow	True	TuneUp Your ServiceNow
MuMystery	Tableau	True	TuneUp Your Tableau
MuMystery	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
YogaYurt	Alteryx	True	TuneUp Your Alteryx
YogaYurt	Freshdesk	True	TuneUp Your Freshdesk
YogaYurt	Google Data Studio	True	TuneUp Your Google Data Studio
YogaYurt	HappyFox	False	Jumpstart Your HappyFox
YogaYurt	Jira Service Management	True	TuneUp Your Jira Service Management
YogaYurt	QlikView	True	TuneUp Your QlikView
YogaYurt	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
YogaYurt	Tableau	True	TuneUp Your Tableau
YogaYurt	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
OptimumOptics	Alteryx	True	TuneUp Your Alteryx
OptimumOptics	Google Data Studio	True	TuneUp Your Google Data Studio
OptimumOptics	Jira Service Management	True	TuneUp Your Jira Service Management
OptimumOptics	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
OptimumOptics	ServiceNow	True	TuneUp Your ServiceNow
OptimumOptics	Tableau	True	TuneUp Your Tableau
OptimumOptics	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
Chic Chocolates	Alteryx	True	TuneUp Your Alteryx
Chic Chocolates	Freshdesk	True	TuneUp Your Freshdesk
Chic Chocolates	Google Data Studio	True	TuneUp Your Google Data Studio
Chic Chocolates	HappyFox	True	TuneUp Your HappyFox
Chic Chocolates	Jira Service Management	True	TuneUp Your Jira Service Management
Chic Chocolates	QlikView	True	TuneUp Your QlikView
Chic Chocolates	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
Chic Chocolates	Tableau	True	TuneUp Your Tableau
Chic Chocolates	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
ThetaTech	Alteryx	True	TuneUp Your Alteryx
ThetaTech	Domo	True	TuneUp Your Domo
ThetaTech	Freshdesk	True	TuneUp Your Freshdesk
ThetaTech	Freshservice	True	TuneUp Your Freshservice
ThetaTech	Google Data Studio	True	TuneUp Your Google Data Studio
ThetaTech	HappyFox	False	Jumpstart Your HappyFox
ThetaTech	HubSpot Service Hub	True	TuneUp Your HubSpot Service Hub
ThetaTech	Intercom	True	TuneUp Your Intercom
ThetaTech	Jira Service Management	True	TuneUp Your Jira Service Management
ThetaTech	Looker	True	TuneUp Your Looker
ThetaTech	Power BI	True	TuneUp Your Power BI
ThetaTech	QlikView	True	TuneUp Your QlikView
ThetaTech	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
ThetaTech	SAP Analytics Cloud	True	TuneUp Your SAP Analytics Cloud
ThetaTech	ServiceNow	True	TuneUp Your ServiceNow
ThetaTech	Sisense	True	TuneUp Your Sisense
ThetaTech	Tableau	True	TuneUp Your Tableau
ThetaTech	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
ThetaTech	Zendesk	True	TuneUp Your Zendesk
MuseMusic	Alteryx	True	TuneUp Your Alteryx
MuseMusic	Google Data Studio	True	TuneUp Your Google Data Studio
MuseMusic	Jira Service Management	True	TuneUp Your Jira Service Management
MuseMusic	Power BI	True	TuneUp Your Power BI
MuseMusic	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
MuseMusic	Tableau	True	TuneUp Your Tableau
MuseMusic	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
Gourmet Grub	Alteryx	True	TuneUp Your Alteryx
Gourmet Grub	Google Data Studio	True	TuneUp Your Google Data Studio
Gourmet Grub	Jira Service Management	True	TuneUp Your Jira Service Management
Gourmet Grub	Power BI	True	TuneUp Your Power BI
Gourmet Grub	QlikView	True	TuneUp Your QlikView
Gourmet Grub	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
Gourmet Grub	ServiceNow	True	TuneUp Your ServiceNow
Gourmet Grub	Tableau	True	TuneUp Your Tableau
Gourmet Grub	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
PicoPets	Alteryx	True	TuneUp Your Alteryx
PicoPets	Freshdesk	True	TuneUp Your Freshdesk
PicoPets	Google Data Studio	True	TuneUp Your Google Data Studio
PicoPets	HappyFox	True	TuneUp Your HappyFox
PicoPets	Jira Service Management	True	TuneUp Your Jira Service Management
PicoPets	QlikView	True	TuneUp Your QlikView
PicoPets	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
PicoPets	Tableau	True	TuneUp Your Tableau
PicoPets	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
VibrantVinyls	Alteryx	True	TuneUp Your Alteryx
VibrantVinyls	Google Data Studio	True	TuneUp Your Google Data Studio
VibrantVinyls	Jira Service Management	True	TuneUp Your Jira Service Management
VibrantVinyls	Power BI	True	TuneUp Your Power BI
VibrantVinyls	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
VibrantVinyls	Tableau	True	TuneUp Your Tableau
VibrantVinyls	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
Joyful Jewels	Alteryx	True	TuneUp Your Alteryx
Joyful Jewels	Google Data Studio	True	TuneUp Your Google Data Studio
Joyful Jewels	Jira Service Management	True	TuneUp Your Jira Service Management
Joyful Jewels	Power BI	True	TuneUp Your Power BI
Joyful Jewels	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
Joyful Jewels	Tableau	True	TuneUp Your Tableau
Joyful Jewels	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
KappaKids	Alteryx	True	TuneUp Your Alteryx
KappaKids	Freshdesk	True	TuneUp Your Freshdesk
KappaKids	Google Data Studio	True	TuneUp Your Google Data Studio
KappaKids	HappyFox	False	Jumpstart Your HappyFox
KappaKids	Jira Service Management	True	TuneUp Your Jira Service Management
KappaKids	QlikView	True	TuneUp Your QlikView
KappaKids	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
KappaKids	Tableau	True	TuneUp Your Tableau
KappaKids	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
OptimisticOutdoors	Alteryx	True	TuneUp Your Alteryx
OptimisticOutdoors	Google Data Studio	True	TuneUp Your Google Data Studio
OptimisticOutdoors	Jira Service Management	True	TuneUp Your Jira Service Management
OptimisticOutdoors	Power BI	True	TuneUp Your Power BI
OptimisticOutdoors	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
OptimisticOutdoors	Tableau	True	TuneUp Your Tableau
OptimisticOutdoors	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
Sensational Spices	Alteryx	True	TuneUp Your Alteryx
Sensational Spices	Freshdesk	True	TuneUp Your Freshdesk
Sensational Spices	Freshservice	True	TuneUp Your Freshservice
Sensational Spices	Google Data Studio	True	TuneUp Your Google Data Studio
Sensational Spices	HappyFox	True	TuneUp Your HappyFox
Sensational Spices	HubSpot Service Hub	True	TuneUp Your HubSpot Service Hub
Sensational Spices	Intercom	True	TuneUp Your Intercom
Sensational Spices	Jira Service Management	True	TuneUp Your Jira Service Management
Sensational Spices	Looker	True	TuneUp Your Looker
Sensational Spices	Power BI	True	TuneUp Your Power BI
Sensational Spices	QlikView	True	TuneUp Your QlikView
Sensational Spices	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
Sensational Spices	SAP Analytics Cloud	True	TuneUp Your SAP Analytics Cloud
Sensational Spices	ServiceNow	True	TuneUp Your ServiceNow
Sensational Spices	Sisense	True	TuneUp Your Sisense
Sensational Spices	Tableau	True	TuneUp Your Tableau
Sensational Spices	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
Sensational Spices	Zendesk	True	TuneUp Your Zendesk
Bright Beginnings	Alteryx	True	TuneUp Your Alteryx
Bright Beginnings	Freshdesk	True	TuneUp Your Freshdesk
Bright Beginnings	Google Data Studio	True	TuneUp Your Google Data Studio
Bright Beginnings	HappyFox	True	TuneUp Your HappyFox
Bright Beginnings	Jira Service Management	True	TuneUp Your Jira Service Management
Bright Beginnings	QlikView	True	TuneUp Your QlikView
Bright Beginnings	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
Bright Beginnings	Tableau	True	TuneUp Your Tableau
Bright Beginnings	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
ChiChocolates	Alteryx	True	TuneUp Your Alteryx
ChiChocolates	Google Data Studio	True	TuneUp Your Google Data Studio
ChiChocolates	Jira Service Management	True	TuneUp Your Jira Service Management
ChiChocolates	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
ChiChocolates	ServiceNow	True	TuneUp Your ServiceNow
ChiChocolates	Tableau	True	TuneUp Your Tableau
ChiChocolates	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
CharlieChargers	Alteryx	True	TuneUp Your Alteryx
CharlieChargers	Google Data Studio	True	TuneUp Your Google Data Studio
CharlieChargers	Jira Service Management	True	TuneUp Your Jira Service Management
CharlieChargers	Power BI	True	TuneUp Your Power BI
CharlieChargers	QlikView	True	TuneUp Your QlikView
CharlieChargers	Salesforce Service Cloud	True	TuneUp Your Salesforce Service Cloud
CharlieChargers	ServiceNow	True	TuneUp Your ServiceNow
CharlieChargers	Tableau	True	TuneUp Your Tableau
CharlieChargers	Tibco Spotfire	True	TuneUp Your Tibco Spotfire
